x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.3810627591943333,-0.25356476719597637,-0.11373885949171653,0.613492842464129,-0.6935192091914085,-0.13692755418969105,0.6533664950496765,-1.0619785948914944,-0.1664947740125867,0.5956188558137234,-1.3447629667709007,-0.17423810156310054,0.3048701502160575,-1.0349251548399523,-0.00979708943254549,0.4411158959944272,-1.2423267502223683,-0.22805846379493536,0.4637629135154153,-0.9140610327527278,-0.3543760580551944,0.4595242642564989,-0.6295356669498642,-0.38801796239777353,0.04612706494790743,-0.9988464822189264,-0.013341620522540435,0.21839964773743392,-1.1628801707268501,-0.2530723110902149,0.2573497559456184,-0.770889099835815,-0.31148419300053565,0.26970641567838943,-0.47578422455075065,-0.27653551689007266,-0.19493898920275576,-0.9274107796753387,-0.05308581082840571,0.0133744776525104,-0.9624424521153441,-0.28474488268017556,0.05077762924402816,-0.5940910902434586,-0.2482000852620059,0.0474404645514043,-0.3572311397111643,-0.14377639597047384,-0.4320231979937778,-0.8267562143702183,-0.10255461565396838,-0.20999575002594237,-0.8638485501483605,-0.23695964702324387,-0.16624896836939154,-0.5803825498914673,-0.18718269730313478,-0.17146062346546967,-0.40677460661029324,-0.09870497459368686,A
0.0,0.0,0.0,0.37272385994135554,-0.22289674325204845,-0.08189664600800005,0.6076802952895266,-0.655885021856505,-0.09729340546651383,0.6489425714173034,-1.0237112098638934,-0.11990857866751317,0.6092004515626559,-1.2900993063665398,-0.12296292164341997,0.29324132232293615,-1.0125088987660578,-0.0353053597501949,0.4629221943489983,-1.205428701198653,-0.22230575110035977,0.48228101948336727,-0.89343279600219,-0.32520227444383887,0.4690860327732119,-0.6277332898193324,-0.3514404544542565,0.039679898977083496,-0.9983116642119799,-0.042418471394846426,0.2540873694264165,-1.080155380117289,-0.22746658519581736,0.28365287705699266,-0.7211114136644297,-0.2618990798442976,0.2799725783415043,-0.4591206689389247,-0.23213913197133393,-0.1871375160463313,-0.9375567596948904,-0.07702250784440326,0.05675281606550652,-0.90768005311589,-0.2546990699594046,0.09510716449290564,-0.5647459039976702,-0.21337582588206946,0.08733466107003099,-0.33205731562004276,-0.12868685231681673,-0.40504675479042196,-0.8449113859717438,-0.12072376199617572,-0.16275875211676372,-0.7996826707401675,-0.22652036450988378,-0.12040685414678313,-0.5212393264897958,-0.18909672882932932,-0.12684964635338858,-0.34749962964963016,-0.12108549176746969,A
0.0,0.0,0.0,0.33119591906072526,-0.25519705706086376,-0.14131128227306392,0.5635693378356452,-0.7295201065973119,-0.16502026008454823,0.6297365285815326,-1.1228944332767972,-0.1863646109850473,0.6134135995379785,-1.4350273121037334,-0.18994969893404792,0.3461086913450987,-1.038289888473111,-0.024773533692002393,0.3256003889559791,-1.3133764478055794,-0.21305445043069776,0.24258503843183693,-1.0348887156692272,-0.32518245281783426,0.21868150415202803,-0.7537919774951833,-0.3533866681674847,0.055557529904935114,-0.9984509347149384,-0.00301526743888907,0.02904593473271568,-1.2553736920380665,-0.21477096928166145,-0.010805170893354955,-0.9084602769966141,-0.2822528233581648,0.007319205055694218,-0.5913134024542264,-0.2585649003455731,-0.20060573567457068,-0.9325038277987584,-0.01511567845265409,-0.22714298479013023,-1.1158165103092546,-0.21886734707246863,-0.2089821532373872,-0.7656265466202498,-0.20361931825486598,-0.1637491203400656,-0.4808572439259343,-0.11916996293079332,-0.43241422761299003,-0.8385843361682701,-0.03820900803735956,-0.45415310915790946,-0.999410932278877,-0.17377271044842935,-0.42170438137225685,-0.7452448936987778,-0.1425808908656888,-0.3753144906510497,-0.5365044276118055,-0.0659500093725748,A
0.0,0.0,0.0,0.3333181709382589,-0.2896719400374422,-0.12053318018112177,0.5257368042912545,-0.7263929082412586,-0.15884155725943042,0.5212516776469078,-1.089819876852159,-0.20716223258865454,0.4824596006452429,-1.3913858033940725,-0.23224086566688007,0.19926009255152685,-1.056412281627116,-0.01410481911593038,0.30218519508955083,-1.2789853733983363,-0.2410979236714813,0.34115600372476423,-0.9885910242464182,-0.3719987145539247,0.348616306324326,-0.7240340248074324,-0.41054297359841685,-0.04737306605706365,-0.998448048327822,-0.029279470670018043,0.09595116765677689,-1.1974463355988083,-0.28224320839977,0.1609341462896873,-0.8188130632689352,-0.3524091280602926,0.1908238234011231,-0.5302814514605696,-0.3286817171855056,-0.28488563953675455,-0.9040649063866816,-0.08060970302912555,-0.09836634050135909,-1.0227869263100093,-0.3441440867058253,-0.0321407433657475,-0.6313376095145802,-0.3121008932290352,-0.013028702798336561,-0.3702589895547582,-0.20399427390453223,-0.5240285652246561,-0.7725990318916526,-0.1413127945421792,-0.3114987967779914,-0.8662070465390592,-0.31092506525828095,-0.22961692075464463,-0.5917777177408207,-0.2689970431119947,-0.21419022103464538,-0.40127275429488635,-0.18057836794863433,A
0.0,0.0,0.0,0.34446128910514767,-0.14091488346060413,-0.2149057636350229,0.5538191252702953,-0.4631612268295894,-0.3004006435787254,0.41225862675519215,-0.7352127897714967,-0.36085936828575405,0.1494042440778736,-0.785258995199896,-0.41837038590303477,0.3810444515809937,-0.939515794204492,-0.1518944503400034,0.372404875076506,-1.3282104410864233,-0.2590677241138722,0.3357286294689577,-1.5538711015794706,-0.35735286406242167,0.29845032693905305,-1.7561773684172723,-0.43154545291688406,0.16588696945839002,-0.9783544325638931,-0.12370981224823621,0.16821330189251965,-1.4049697898389915,-0.21151490476081264,0.14702928167429694,-1.6652366404610095,-0.30401691951606646,0.13311857449379738,-1.8786171148810438,-0.37462720628454227,-0.02000496721666062,-0.9394177884071709,-0.11968600858955726,-0.03293382636372373,-1.3390755099656966,-0.20882558167667337,-0.04199182944581539,-1.5897514416594587,-0.280270819661368,-0.04773643105135127,-1.7897837353247135,-0.3297772473460739,-0.205409336237915,-0.8347766853468511,-0.1368198963466243,-0.2011216198980365,-1.1490951503224889,-0.2121561192505918,-0.19414008667699545,-1.3425898457025134,-0.248079197018453,-0.19016682424998296,-1.5144490527583907,-0.2727126446438741,B
0.0,0.0,0.0,0.33498267581697,-0.14505312493509118,-0.2176486010816029,0.5381285610098199,-0.47200039105543395,-0.2884128780058349,0.36301528446719866,-0.7192376998029993,-0.33110084006361296,0.1103247467524839,-0.7485322993293719,-0.3708864510395911,0.389448560911357,-0.9437977694906959,-0.12456700132442285,0.38747860910902954,-1.3229363739950633,-0.21259617388262794,0.3563214903570223,-1.5532647524911718,-0.30441736879975917,0.3188439322910682,-1.7516007125548199,-0.37492531569880216,0.16672745733842173,-0.9820711187930578,-0.08796745194682383,0.18172562247584237,-1.393068420842347,-0.16420579474355038,0.1655651493057156,-1.6568607553560546,-0.26133344855709106,0.14538985844280158,-1.8652595920958541,-0.3313579488610164,-0.02022072557356626,-0.9459558422689013,-0.07602453841882563,-0.02377618162654817,-1.337484446781474,-0.15421668299165384,-0.02640455684444834,-1.5918866878344575,-0.23862678710307503,-0.03546293133074452,-1.7905675110279562,-0.29394434508886086,-0.20296460221690293,-0.8462921452309724,-0.08517710160555947,-0.19983674909293594,-1.163150018430987,-0.1524926807507314,-0.1931931003155865,-1.3650024579480107,-0.19132617621410286,-0.1864887452944057,-1.5384892022403918,-0.21665196259166805,B
0.0,0.0,0.0,0.3208263132252576,-0.0736233876662642,-0.29299553367579184,0.6312669244237474,-0.2814432559945615,-0.4224587853078196,0.603159746539365,-0.577540781643806,-0.5109858938549882,0.39158857091804417,-0.7580365617596464,-0.5951329826300584,0.45225075363746353,-0.8815914999056812,-0.2398223321150123,0.48982699928083234,-1.2734558890085623,-0.37255828124689694,0.4698870993147012,-1.5137192650329037,-0.49384183639313417,0.4540705237300491,-1.7244080024419857,-0.5823927471947528,0.23214658228282525,-0.9563312088061716,-0.17759105663779912,0.2683701039606246,-1.3750865660811769,-0.29408269827318706,0.26581025923440127,-1.6543807799641255,-0.415673882934878,0.2630396588184917,-1.8852513994271123,-0.5037251713670952,0.03306830562665532,-0.9403135964107769,-0.14248281006489533,0.062029125044925,-1.3419942332260217,-0.25003770628881095,0.07979955525573758,-1.595219309140117,-0.3505727372423593,0.08930947830213531,-1.803063249691724,-0.41862455258010534,-0.17351456538719826,-0.8518257233378627,-0.13330677100554217,-0.1421620018525831,-1.1624290357690394,-0.22793582820321365,-0.12188500077049776,-1.3581484498643472,-0.286540240782952,-0.10385810014311565,-1.5312123472353418,-0.32486063309025676,B
0.0,0.0,0.0,0.3441265943699142,-0.13454325493039862,-0.143135556536332,0.5888984009851641,-0.42059155517158975,-0.18927425931403963,0.42935556444051415,-0.6930484110783245,-0.220450452377847,0.1590567822855959,-0.7717437453080529,-0.256186938572281,0.4576095262833735,-0.8891671885359866,-0.09633178398005256,0.526120985820269,-1.2580973142842193,-0.17963831416010922,0.5471063247670525,-1.4972128344713418,-0.261691735703542,0.5518333634999889,-1.7103869981773967,-0.32667030914266426,0.24225277136103565,-0.964980825892954,-0.10062604248826566,0.30411427132054086,-1.3692368597856077,-0.16677864679312837,0.3443019747726657,-1.6263303029315148,-0.2520613382970455,0.3654732527382846,-1.8461270453969796,-0.31497657471976614,0.046746125196854636,-0.9508155476182704,-0.12132192547568645,0.07952248547617467,-1.3353861155798403,-0.19154691194632723,0.1173414797335866,-1.5872125988957688,-0.27224677259566726,0.13296501026522986,-1.8071329129613354,-0.32703603544426935,-0.1609748712209943,-0.8602183265871232,-0.1553658565638726,-0.13593493421815062,-1.1725416534735962,-0.22121255181164007,-0.09838795854459813,-1.366977852822412,-0.2544626405079331,-0.07264506825399132,-1.540471753006956,-0.27519081451721256,B
0.0,0.0,0.0,0.4334143562893183,0.012757149583345034,-0.1084019874828583,0.8249312436849938,-0.12509325266332458,-0.1774573945889054,1.1332601213204838,-0.2788237351652611,-0.2393647648137991,1.4237809643456372,-0.35162428002247614,-0.29189577724582827,0.559358585349286,-0.7908889949225165,-0.04581375371532628,0.9141441108047725,-1.04605350393713,-0.1335803817637813,1.1957506637264945,-1.1247889497583388,-0.22063504155526312,1.4252355370510246,-1.1496138608686293,-0.2815128413974973,0.4884840513447666,-0.8707888763089849,-0.055767952072304075,0.8654063464840193,-1.1729771193720269,-0.16893041674430515,1.1803686753653804,-1.2440482247595228,-0.26089750437132647,1.4454701731969761,-1.2475404208825165,-0.31800156053682443,0.41559132894638173,-0.8700665875338245,-0.08155192086974518,0.75150044877219,-1.2006267723614188,-0.19018837630099966,1.0613074987847526,-1.2950230991344198,-0.236854852966596,1.3299156301855495,-1.315669896605271,-0.25658662522595876,0.35625620146625925,-0.8172874488478068,-0.11806889888064517,0.634169266947674,-1.1402031447302232,-0.1979928224326427,0.8684296032484714,-1.3045387644010253,-0.21951799621307105,1.0789103550730275,-1.395626000738989,-0.2260066391793746,C
0.0,0.0,0.0,0.40808934027879157,-0.15062559095281103,0.06854518926435796,0.7254868956453897,-0.3362585603230304,0.009088157420121177,1.0076842810165099,-0.41542750255141864,-0.0964791286872872,1.2703479396467947,-0.4465937583016748,-0.20403518616288152,0.2737835826754541,-0.9713277818067355,0.029327087813202507,0.7193281765637214,-1.1107997233211562,-0.11323857411334808,1.019840761851453,-1.0802090055897913,-0.23180984669324325,1.2573566240002219,-1.0102071715691994,-0.311537779434503,0.19667031348058614,-0.9740667880412174,-0.11186903159728327,0.7306590681776992,-1.165571653055432,-0.273129363212416,1.042188405123862,-1.0909973491333869,-0.3667466946571091,1.2671769121757885,-0.9698960810795669,-0.41908729670533723,0.17640345342543495,-0.9125578695545947,-0.2611884990074967,0.6730370800574322,-1.1235940448484483,-0.39181348715677655,0.9974422678303866,-1.0823175255790438,-0.43444480064918223,1.2286715485811326,-0.9996605792087851,-0.45054859711451106,0.2199010157250252,-0.7987632447143168,-0.41092412306116166,0.5678437963143758,-1.0072259938974146,-0.4937742024659634,0.8320205799077987,-1.0727074695275738,-0.5144491292727343,1.0467550965311496,-1.0818572422528734,-0.5256547851586147,C
